case:concept:name,concept:name,time:timestamp
1,search,2024-06-07 21:34:25.493914+00:00
1,click,2024-06-07 21:34:32.665782+00:00
1,select_sold,2024-06-07 21:34:41.731275+00:00
1,click,2024-06-07 21:34:45.279130+00:00
1,insert,2024-06-07 21:34:58.250212+00:00
1,insert,2024-06-07 21:35:06.125568+00:00
1,insert_search,2024-06-07 21:35:28.159871+00:00
1,insert_house,2024-06-07 21:35:37.402435+00:00
1,insert_postal,2024-06-07 21:36:27.485370+00:00
1,insert,2024-06-07 21:36:29.196540+00:00
1,wait_homepage,2024-06-07 21:36:29.201540+00:00
1,welcome,2024-06-07 21:36:29.202027+00:00
1,menu,2024-06-07 21:36:59.648543+00:00
1,form,2024-06-07 21:37:56.935398+00:00
1,team,2024-06-07 21:37:58.567447+00:00
1,check,2024-06-07 21:38:06.093199+00:00
1,error,2024-06-07 21:38:06.332804+00:00
1,insert_transportation,2024-06-07 21:38:06.337804+00:00
1,insert,2024-06-07 21:38:06.803762+00:00
1,insert_transportation,2024-06-07 21:38:08.552846+00:00
1,check,2024-06-07 21:38:21.383477+00:00
1,tax_number,2024-06-07 21:38:21.581836+00:00
1,tax_number,2024-06-07 21:38:22.189601+00:00
1,check_riga,2024-06-07 21:38:26.413543+00:00
1,vendor_sec,2024-06-07 21:38:27.357171+00:00
1,click_new_erp,2024-06-07 21:38:28.574400+00:00
1,insert_customer,2024-06-07 21:38:54.251499+00:00
1,click_new_erp_company,2024-06-07 21:45:07.578421+00:00
1,insert_company,2024-06-07 21:45:15.805540+00:00
1,click,2024-06-07 21:46:45.595674+00:00
1,click_new_erp,2024-06-07 21:46:59.698003+00:00
1,insert_sales,2024-06-07 21:47:09.455728+00:00
1,insert_sales,2024-06-07 21:47:23.228619+00:00
1,insert_sales,2024-06-07 21:47:30.432983+00:00
1,insert_sales,2024-06-07 21:47:35.474296+00:00
1,insert,2024-06-07 21:47:40.253769+00:00
1,insert,2024-06-07 21:47:45.466208+00:00
1,insert,2024-06-07 21:47:53.017841+00:00
1,insert_customer,2024-06-07 21:48:01.229541+00:00
1,partner,2024-06-07 21:48:04.566656+00:00
1,customer,2024-06-07 21:49:42.601113+00:00
1,click,2024-06-07 21:50:51.481773+00:00
1,insert_sales_user,2024-06-07 21:51:01.606865+00:00
1,click,2024-06-07 21:51:12.383108+00:00
1,click,2024-06-07 21:51:30.400005+00:00
1,error,2024-06-07 21:51:31.747846+00:00
1,click,2024-06-07 21:51:44.924238+00:00
1,search,2024-06-07 21:51:44.934238+00:00
1,click,2024-06-07 21:51:49.164053+00:00
1,select_sold,2024-06-07 21:51:53.725897+00:00
1,click,2024-06-07 21:51:55.787904+00:00
1,insert,2024-06-07 21:52:08.370792+00:00
1,insert,2024-06-07 21:52:16.662143+00:00
1,insert_search,2024-06-07 21:52:45.846025+00:00
1,insert_house,2024-06-07 21:52:52.205858+00:00
1,insert_postal,2024-06-07 21:53:45.006798+00:00
1,insert,2024-06-07 21:53:47.124944+00:00
1,insert_transportation,2024-06-07 21:53:48.897865+00:00
1,insert,2024-06-07 21:53:49.391636+00:00
1,insert_transportation,2024-06-07 21:53:51.830763+00:00
1,check,2024-06-07 21:53:56.630827+00:00
1,tax_number,2024-06-07 21:53:57.119623+00:00
1,tax_number,2024-06-07 21:53:57.499355+00:00
1,check_riga,2024-06-07 21:54:02.353041+00:00
1,vendor_sec,2024-06-07 21:54:02.721258+00:00
1,click_new_erp,2024-06-07 21:54:03.301715+00:00
1,insert_customer,2024-06-07 21:54:28.320036+00:00
1,click_new_erp_company,2024-06-07 21:56:02.412038+00:00
1,insert_company,2024-06-07 21:56:09.215073+00:00
1,click,2024-06-07 21:56:18.394020+00:00
1,click_new_erp,2024-06-07 21:56:26.491019+00:00
1,insert_sales,2024-06-07 21:56:33.614400+00:00
1,insert_sales,2024-06-07 21:56:49.128921+00:00
1,wait_homepage,2024-06-07 21:56:49.133921+00:00
1,welcome,2024-06-07 21:56:49.136938+00:00
1,menu,2024-06-07 21:56:50.186464+00:00
1,form,2024-06-07 21:56:51.277182+00:00
1,team,2024-06-07 21:56:52.780436+00:00
1,check,2024-06-07 21:56:57.452767+00:00
1,error,2024-06-07 21:56:57.498489+00:00
1,insert_sales,2024-06-07 21:56:57.503489+00:00
1,insert_sales,2024-06-07 21:57:03.013806+00:00
1,insert,2024-06-07 21:57:24.095262+00:00
1,insert,2024-06-07 21:57:31.042839+00:00
1,insert,2024-06-07 21:57:33.390116+00:00
1,insert_customer,2024-06-07 21:57:40.177901+00:00
1,partner,2024-06-07 21:57:43.746108+00:00
1,customer,2024-06-07 21:58:55.801880+00:00
1,click,2024-06-07 22:01:06.505789+00:00
1,insert_sales_user,2024-06-07 22:01:16.956749+00:00
1,click,2024-06-07 22:01:22.362773+00:00
1,click,2024-06-07 22:01:41.733523+00:00
1,error,2024-06-07 22:01:43.182826+00:00
1,click,2024-06-07 22:01:51.700734+00:00
1,search,2024-06-07 22:01:51.710734+00:00
1,click,2024-06-07 22:01:55.232709+00:00
1,select_sold,2024-06-07 22:01:58.820581+00:00
1,click,2024-06-07 22:02:00.905788+00:00
1,insert,2024-06-07 22:02:14.564857+00:00
1,insert,2024-06-07 22:02:22.264659+00:00
1,insert_search,2024-06-07 22:02:52.119688+00:00
1,insert_house,2024-06-07 22:02:59.261831+00:00
1,insert_postal,2024-06-07 22:03:50.358068+00:00
1,insert,2024-06-07 22:03:53.824944+00:00
1,insert_transportation,2024-06-07 22:03:56.132333+00:00
1,insert,2024-06-07 22:03:56.638268+00:00
1,insert_transportation,2024-06-07 22:03:58.016822+00:00
1,check,2024-06-07 22:03:59.659613+00:00
1,tax_number,2024-06-07 22:03:59.928071+00:00
1,tax_number,2024-06-07 22:04:00.367892+00:00
1,check_riga,2024-06-07 22:04:04.151835+00:00
1,vendor_sec,2024-06-07 22:04:04.524292+00:00
1,click_new_erp,2024-06-07 22:04:05.295074+00:00
1,insert_customer,2024-06-07 22:04:33.591476+00:00
1,click_new_erp_company,2024-06-07 22:04:55.429299+00:00
1,insert_company,2024-06-07 22:05:02.786636+00:00
1,click,2024-06-07 22:05:11.263852+00:00
1,click_new_erp,2024-06-07 22:05:19.238823+00:00
1,insert_sales,2024-06-07 22:05:32.373625+00:00
1,insert_sales,2024-06-07 22:05:48.917947+00:00
1,insert_sales,2024-06-07 22:06:11.769041+00:00
1,insert_sales,2024-06-07 22:06:14.358036+00:00
1,insert,2024-06-07 22:06:17.081593+00:00
1,insert,2024-06-07 22:06:22.994683+00:00
1,insert,2024-06-07 22:06:30.811886+00:00
1,insert_customer,2024-06-07 22:06:39.953608+00:00
1,wait_homepage,2024-06-07 22:06:39.958608+00:00
1,welcome,2024-06-07 22:06:40.018578+00:00
1,menu,2024-06-07 22:06:44.401858+00:00
1,form,2024-06-07 22:06:47.617789+00:00
1,team,2024-06-07 22:06:49.974116+00:00
1,check,2024-06-07 22:06:59.438163+00:00
1,error,2024-06-07 22:06:59.917330+00:00
1,partner,2024-06-07 22:06:59.922330+00:00
1,customer,2024-06-07 22:07:51.940359+00:00
1,click,2024-06-07 22:09:20.567367+00:00
1,insert_sales_user,2024-06-07 22:09:31.641776+00:00
1,click,2024-06-07 22:09:46.393426+00:00
1,click,2024-06-07 22:09:58.904663+00:00
1,error,2024-06-07 22:10:04.470506+00:00
1,click,2024-06-07 22:10:05.917916+00:00
1,wait_homepage,2024-06-07 22:10:05.927916+00:00
1,welcome,2024-06-07 22:10:06.342798+00:00
1,search,2024-06-07 22:10:06.347798+00:00
1,click,2024-06-07 22:10:10.237941+00:00
1,select_sold,2024-06-07 22:10:14.295851+00:00
1,click,2024-06-07 22:10:16.357763+00:00
1,insert,2024-06-07 22:10:30.111538+00:00
1,insert,2024-06-07 22:10:40.224521+00:00
1,insert_search,2024-06-07 22:11:05.113010+00:00
1,insert_house,2024-06-07 22:11:10.362165+00:00
1,insert_postal,2024-06-07 22:11:43.086433+00:00
1,insert,2024-06-07 22:11:44.742622+00:00
1,insert_transportation,2024-06-07 22:11:46.283821+00:00
1,insert,2024-06-07 22:11:46.683774+00:00
1,insert_transportation,2024-06-07 22:11:48.010476+00:00
1,check,2024-06-07 22:11:49.467216+00:00
1,tax_number,2024-06-07 22:11:49.791818+00:00
1,tax_number,2024-06-07 22:11:50.335825+00:00
1,check_riga,2024-06-07 22:11:54.433650+00:00
1,vendor_sec,2024-06-07 22:11:54.801667+00:00
1,click_new_erp,2024-06-07 22:11:55.261970+00:00
1,insert_customer,2024-06-07 22:12:22.753991+00:00
1,click_new_erp_company,2024-06-07 22:13:03.466954+00:00
1,insert_company,2024-06-07 22:13:14.703412+00:00
1,click,2024-06-07 22:13:22.377969+00:00
1,click_new_erp,2024-06-07 22:13:31.915247+00:00
1,insert_sales,2024-06-07 22:13:40.121723+00:00
1,insert_sales,2024-06-07 22:13:59.835685+00:00
1,insert_sales,2024-06-07 22:14:06.604910+00:00
1,insert_sales,2024-06-07 22:14:12.547859+00:00
1,insert,2024-06-07 22:14:18.805883+00:00
1,insert,2024-06-07 22:14:22.687469+00:00
1,insert,2024-06-07 22:14:32.837268+00:00
1,insert_customer,2024-06-07 22:14:51.193384+00:00
1,partner,2024-06-07 22:14:54.530561+00:00
1,customer,2024-06-07 22:15:51.376376+00:00
1,click,2024-06-07 22:17:12.584859+00:00
1,insert_sales_user,2024-06-07 22:17:23.834669+00:00
1,click,2024-06-07 22:17:26.193558+00:00
1,click,2024-06-07 22:17:39.629149+00:00
1,error,2024-06-07 22:17:43.793515+00:00
1,click,2024-06-07 22:17:45.237567+00:00
1,menu,2024-06-07 22:17:45.242567+00:00
1,form,2024-06-07 22:17:56.532715+00:00
1,team,2024-06-07 22:17:59.012985+00:00
1,check,2024-06-07 22:18:16.141356+00:00
1,error,2024-06-07 22:18:16.708751+00:00
1,search,2024-06-07 22:18:16.718751+00:00
1,click,2024-06-07 22:18:20.452761+00:00
1,select_sold,2024-06-07 22:18:25.017369+00:00
1,click,2024-06-07 22:18:27.099479+00:00
1,insert,2024-06-07 22:18:39.868653+00:00
1,insert,2024-06-07 22:18:47.277794+00:00
1,insert_search,2024-06-07 22:21:13.944402+00:00
1,insert_house,2024-06-07 22:21:15.632190+00:00
1,insert_postal,2024-06-07 22:21:17.896783+00:00
1,insert,2024-06-07 22:21:19.999489+00:00
1,insert_transportation,2024-06-07 22:21:24.293174+00:00
1,insert,2024-06-07 22:21:24.793888+00:00
1,insert_transportation,2024-06-07 22:21:28.301909+00:00
1,check,2024-06-07 22:21:33.126404+00:00
1,tax_number,2024-06-07 22:21:33.757739+00:00
1,tax_number,2024-06-07 22:21:34.524386+00:00
1,check_riga,2024-06-07 22:21:54.697454+00:00
1,vendor_sec,2024-06-07 22:21:55.109206+00:00
1,click_new_erp,2024-06-07 22:21:55.578835+00:00
1,insert_customer,2024-06-07 22:22:20.466351+00:00
1,click_new_erp_company,2024-06-07 22:23:06.588875+00:00
1,insert_company,2024-06-07 22:23:13.505748+00:00
1,click,2024-06-07 22:23:21.651504+00:00
1,click_new_erp,2024-06-07 22:23:30.729350+00:00
1,insert_sales,2024-06-07 22:23:42.862405+00:00
1,insert_sales,2024-06-07 22:23:56.582015+00:00
1,insert_sales,2024-06-07 22:24:11.230043+00:00
1,insert_sales,2024-06-07 22:24:16.935948+00:00
1,insert,2024-06-07 22:24:18.576245+00:00
1,insert,2024-06-07 22:24:28.758557+00:00
1,insert,2024-06-07 22:24:33.426448+00:00
