case:concept:name,time:timestamp,concept:name,segment_id,routine_type,log_number
10961300_seg_1,2024-08-24 10:04:45.741392+00:00,start_1,10961300_seg_1,1,1
10961300_seg_1,2024-08-24 10:04:46.741392+00:00,search_customer_1,10961300_seg_1,1,1
10961300_seg_1,2024-08-24 10:04:49.583599+00:00,click_new_1,10961300_seg_1,1,1
10961300_seg_1,2024-08-24 10:04:52.169919+00:00,select_sold_to_1,10961300_seg_1,1,1
10961300_seg_1,2024-08-24 10:04:55.250810+00:00,click_ok_1,10961300_seg_1,1,1
10961300_seg_1,2024-08-24 10:05:08.471683+00:00,insert_description_1,10961300_seg_1,1,1
10961300_seg_1,2024-08-24 13:38:47.918102+00:00,end_1,10961300_seg_1,1,1
14b92a49_seg_3,2024-06-07 21:33:02.296720+00:00,start_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:33:03.296720+00:00,search_customer_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:33:25.691522+00:00,click_new_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:34:15.605535+00:00,select_sold_to_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:34:17.325133+00:00,click_ok_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:34:25.493914+00:00,insert_description_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:34:35.138843+00:00,insert_name_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:34:47.413621+00:00,insert_search_terms_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:35:37.547286+00:00,insert_house_number_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:41:02.453072+00:00,insert_postal_code_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:41:03.615021+00:00,insert_country_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:41:05.283832+00:00,insert_transportation_zone_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:41:05.690485+00:00,insert_language_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:41:07.780105+00:00,insert_transportation_zone2_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:41:09.449655+00:00,tax_number_closed_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:41:09.782974+00:00,tax_number_new_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:41:32.210922+00:00,vendor_sec_closed_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:41:32.574310+00:00,click_new_erp_customer_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:41:44.534597+00:00,insert_customer_type_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:42:22.940580+00:00,click_new_erp_company_code_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:42:32.646808+00:00,insert_company_code_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:42:39.686067+00:00,click_done2_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:42:44.095096+00:00,click_new_erp_sales_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:43:47.353462+00:00,insert_sales_org_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:44:02.405553+00:00,insert_sales_district_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:44:23.696046+00:00,insert_sales_office_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:44:25.512750+00:00,insert_sales_group_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:44:28.567005+00:00,insert_procedure_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:44:56.538374+00:00,insert_shipping conditions_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:45:19.354954+00:00,insert_incoterms_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:45:36.767614+00:00,insert_customer_group_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:48:34.795830+00:00,partner_functions_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:49:07.436207+00:00,customer_hierarchies_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:50:00.691990+00:00,click_done3_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-07 21:50:10.418469+00:00,insert_sales_user_address_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-08 14:08:34.867915+00:00,click_done4_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-08 14:08:51.289357+00:00,click_check_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-08 14:09:00.078387+00:00,error_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-08 14:09:02.862971+00:00,click_submit_2,14b92a49_seg_3,2,1
14b92a49_seg_3,2024-06-08 14:09:15.416840+00:00,end_2,14b92a49_seg_3,2,1
1db354c_seg_6,2024-02-23 16:25:38.848749+00:00,start_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:25:39.848749+00:00,search_customer_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:25:44.599434+00:00,click_new_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:25:49.151010+00:00,select_sold_to_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:25:51.209957+00:00,click_ok_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:25:58.721861+00:00,insert_description_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:26:18.248639+00:00,insert_name_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:26:37.226861+00:00,insert_search_terms_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:27:02.825092+00:00,insert_house_number_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:30:07.426699+00:00,insert_postal_code_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:30:08.984998+00:00,insert_country_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:30:11.209875+00:00,insert_transportation_zone_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:30:11.642403+00:00,insert_language_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:30:13.581840+00:00,insert_transportation_zone2_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:30:15.543274+00:00,tax_number_closed_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:30:15.954777+00:00,tax_number_new_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:30:50.008208+00:00,vendor_sec_closed_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:30:50.686249+00:00,click_new_erp_customer_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:31:02.373143+00:00,insert_customer_type_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:31:13.842878+00:00,click_new_erp_company_code_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:31:19.015817+00:00,insert_company_code_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:31:27.015421+00:00,click_done2_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:31:32.612908+00:00,click_new_erp_sales_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:31:38.560942+00:00,insert_sales_org_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:31:49.771863+00:00,insert_sales_district_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:33:11.697980+00:00,insert_sales_office_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:33:13.800914+00:00,insert_sales_group_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:33:15.682086+00:00,insert_procedure_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:33:19.343574+00:00,insert_shipping conditions_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:34:10.710603+00:00,insert_incoterms_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:34:34.179202+00:00,insert_customer_group_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:34:52.899529+00:00,partner_functions_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:35:16.054831+00:00,customer_hierarchies_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:35:51.102671+00:00,click_done3_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:35:56.691510+00:00,insert_sales_user_address_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:37:30.971082+00:00,click_done4_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:37:40.684311+00:00,click_check_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:37:41.520938+00:00,error_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:38:31.908039+00:00,click_submit_2,1db354c_seg_6,2,1
1db354c_seg_6,2024-02-23 16:38:37.457786+00:00,end_2,1db354c_seg_6,2,1
1db354c_seg_9,2024-02-23 16:42:43.734710+00:00,start_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:42:44.734710+00:00,search_customer_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:42:48.131111+00:00,click_new_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:42:51.200552+00:00,select_sold_to_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:42:52.758526+00:00,click_ok_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:42:59.164609+00:00,insert_description_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:43:16.119325+00:00,insert_name_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:43:28.533331+00:00,insert_search_terms_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:43:49.646052+00:00,insert_house_number_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:51:19.476785+00:00,insert_postal_code_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:51:21.326822+00:00,insert_country_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:51:23.282549+00:00,insert_transportation_zone_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:51:23.679146+00:00,insert_language_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:51:25.014502+00:00,insert_transportation_zone2_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:51:26.737168+00:00,tax_number_closed_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:51:27.035595+00:00,tax_number_new_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:52:02.359633+00:00,vendor_sec_closed_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:52:02.895137+00:00,click_new_erp_customer_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:52:11.921357+00:00,insert_customer_type_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:52:18.668463+00:00,click_new_erp_company_code_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:52:40.178351+00:00,insert_company_code_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:52:46.417854+00:00,click_done2_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:52:51.171649+00:00,click_new_erp_sales_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:52:56.732549+00:00,insert_sales_org_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:53:27.939231+00:00,insert_sales_district_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:53:29.747191+00:00,insert_sales_office_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:53:31.416167+00:00,insert_sales_group_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:53:33.202105+00:00,insert_procedure_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:53:36.325447+00:00,insert_shipping conditions_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:54:29.303872+00:00,insert_incoterms_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:54:40.732818+00:00,insert_customer_group_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:54:55.326878+00:00,partner_functions_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:55:17.570189+00:00,customer_hierarchies_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:55:54.819329+00:00,click_done3_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:56:00.116141+00:00,insert_sales_user_address_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:57:28.106530+00:00,click_done4_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:57:36.469230+00:00,click_check_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:57:37.294625+00:00,error_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:57:40.825332+00:00,click_submit_2,1db354c_seg_9,2,1
1db354c_seg_9,2024-02-23 16:57:45.613648+00:00,end_2,1db354c_seg_9,2,1
2437ec6d_seg_12,2024-06-16 15:12:06.042576+00:00,start_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:12:07.042576+00:00,search_customer_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:12:11.737423+00:00,click_new_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:12:16.301649+00:00,select_sold_to_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:12:17.906400+00:00,click_ok_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:12:26.841877+00:00,insert_description_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:13:10.058375+00:00,insert_name_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:13:49.925843+00:00,insert_search_terms_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:13:52.646826+00:00,insert_house_number_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:15:29.772477+00:00,insert_postal_code_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:16:25.875925+00:00,insert_country_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:16:27.930073+00:00,insert_transportation_zone_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:16:28.316006+00:00,insert_language_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:16:31.073650+00:00,insert_transportation_zone2_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:16:33.207110+00:00,tax_number_closed_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:16:33.513588+00:00,tax_number_new_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:17:25.441320+00:00,vendor_sec_closed_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:17:25.878788+00:00,click_new_erp_customer_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:17:38.240974+00:00,insert_customer_type_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:17:56.764146+00:00,click_new_erp_company_code_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:18:06.542506+00:00,insert_company_code_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:18:15.228570+00:00,click_done2_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:18:20.800164+00:00,click_new_erp_sales_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:19:45.460389+00:00,insert_sales_org_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:19:57.665637+00:00,insert_sales_district_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:20:30.735041+00:00,insert_sales_office_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:20:32.591263+00:00,insert_sales_group_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:20:34.469408+00:00,insert_procedure_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:20:38.405908+00:00,insert_shipping conditions_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:21:11.094004+00:00,insert_incoterms_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:21:22.831559+00:00,insert_customer_group_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:21:44.999926+00:00,partner_functions_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:22:15.690485+00:00,customer_hierarchies_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:22:54.666219+00:00,click_done3_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:23:01.686056+00:00,insert_sales_user_address_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:23:04.699676+00:00,click_done4_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:23:14.219660+00:00,click_check_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:23:18.945087+00:00,error_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:23:20.708640+00:00,click_submit_2,2437ec6d_seg_12,2,1
2437ec6d_seg_12,2024-06-16 15:23:28.960708+00:00,end_2,2437ec6d_seg_12,2,1
2437ec6d_seg_15,2024-06-16 15:42:27.963343+00:00,start_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:42:28.963343+00:00,search_customer_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:42:32.222179+00:00,click_new_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:42:37.283489+00:00,select_sold_to_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:42:38.367221+00:00,click_ok_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:42:46.314783+00:00,insert_description_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:42:55.914309+00:00,insert_name_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:43:44.038476+00:00,insert_search_terms_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:43:45.820572+00:00,insert_house_number_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:45:55.581164+00:00,insert_postal_code_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:47:13.470341+00:00,insert_country_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:47:18.071754+00:00,insert_transportation_zone_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:47:18.474315+00:00,insert_language_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:47:21.760066+00:00,insert_transportation_zone2_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:47:25.585128+00:00,tax_number_closed_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:47:25.908032+00:00,tax_number_new_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:47:58.249134+00:00,vendor_sec_closed_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:47:58.665512+00:00,click_new_erp_customer_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:48:08.325252+00:00,insert_customer_type_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:48:25.647687+00:00,click_new_erp_company_code_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:48:29.739013+00:00,insert_company_code_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:48:36.504463+00:00,click_done2_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:48:40.524036+00:00,click_new_erp_sales_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:49:54.685611+00:00,insert_sales_org_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:50:03.415288+00:00,insert_sales_district_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:50:45.985905+00:00,insert_sales_office_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:50:47.585431+00:00,insert_sales_group_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:50:49.999922+00:00,insert_procedure_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:50:54.352521+00:00,insert_shipping conditions_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:51:21.524405+00:00,insert_incoterms_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:51:39.403989+00:00,insert_customer_group_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:52:15.234822+00:00,partner_functions_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:52:22.443179+00:00,customer_hierarchies_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:52:59.741038+00:00,click_done3_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:53:04.875293+00:00,insert_sales_user_address_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:53:07.278463+00:00,click_done4_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:53:15.660599+00:00,click_check_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:53:20.206485+00:00,error_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:53:21.631325+00:00,click_submit_2,2437ec6d_seg_15,2,1
2437ec6d_seg_15,2024-06-16 15:53:29.023185+00:00,end_2,2437ec6d_seg_15,2,1
2437ec6d_seg_24,2024-06-17 18:04:51.507451+00:00,start_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:04:52.507451+00:00,search_customer_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:04:52.538830+00:00,click_new_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:04:55.536149+00:00,select_sold_to_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:04:57.596421+00:00,click_ok_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:05:06.084295+00:00,insert_description_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:05:24.203723+00:00,insert_name_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:05:49.681124+00:00,insert_search_terms_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:05:52.182006+00:00,insert_house_number_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:15:25.009698+00:00,insert_postal_code_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:15:29.519893+00:00,insert_country_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:16:23.159062+00:00,insert_transportation_zone_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:16:23.521107+00:00,insert_language_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:16:26.359749+00:00,insert_transportation_zone2_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:16:28.829735+00:00,tax_number_closed_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:16:29.155205+00:00,tax_number_new_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:16:55.041259+00:00,vendor_sec_closed_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:16:55.645048+00:00,click_new_erp_customer_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:17:08.739773+00:00,insert_customer_type_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:19:05.742923+00:00,click_new_erp_company_code_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:19:10.181676+00:00,insert_company_code_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:19:16.058507+00:00,click_done2_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:19:21.115811+00:00,click_new_erp_sales_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:21:01.418384+00:00,insert_sales_org_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:21:12.925331+00:00,insert_sales_district_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:23:13.400640+00:00,insert_sales_office_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:23:15.039022+00:00,insert_sales_group_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:23:17.029693+00:00,insert_procedure_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:23:22.127229+00:00,insert_shipping conditions_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:23:45.219483+00:00,insert_incoterms_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:24:02.832855+00:00,insert_customer_group_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:24:40.200537+00:00,partner_functions_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:25:28.326720+00:00,customer_hierarchies_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:26:07.863034+00:00,click_done3_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:26:14.923871+00:00,insert_sales_user_address_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:26:33.075042+00:00,click_done4_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:26:42.908995+00:00,click_check_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:26:54.999976+00:00,error_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:26:57.128908+00:00,click_submit_2,2437ec6d_seg_24,2,1
2437ec6d_seg_24,2024-06-17 18:27:05.982151+00:00,end_2,2437ec6d_seg_24,2,1
2437ec6d_seg_27,2024-06-18 14:33:11.167633+00:00,start_2,2437ec6d_seg_27,2,1
2437ec6d_seg_27,2024-06-18 14:33:12.167633+00:00,search_customer_2,2437ec6d_seg_27,2,1
2437ec6d_seg_27,2024-06-18 14:33:12.226646+00:00,click_new_2,2437ec6d_seg_27,2,1
2437ec6d_seg_27,2024-06-18 14:33:16.841926+00:00,select_sold_to_2,2437ec6d_seg_27,2,1
2437ec6d_seg_27,2024-06-18 14:33:17.956978+00:00,click_ok_2,2437ec6d_seg_27,2,1
2437ec6d_seg_27,2024-06-18 14:33:25.955928+00:00,insert_description_2,2437ec6d_seg_27,2,1
