case:concept:name,concept:name,time:timestamp
1,insertName_1,2024-06-07 21:34:25.493914+00:00
1,insertCategory,2024-07-26 13:18:19.085596+00:00
1,clickCreate,2024-07-26 13:18:19.090596+00:00
1,wait the menu,2024-07-26 13:18:33.496874+00:00
1,click on menu,2024-07-26 13:18:33.541340+00:00
1,insertName_2,2024-07-26 13:21:00.958854+00:00
1,selectGoals,2024-07-26 13:21:07.015293+00:00
1,selectCheckboxes,2024-07-26 13:21:12.646373+00:00
1,Edit Goals next,2024-07-26 13:21:41.752051+00:00
1,Assign,2024-07-26 13:21:45.046475+00:00
1,backToTable,2024-07-26 13:21:49.093610+00:00
1,selectBusinessStrategies,2024-07-26 13:21:49.098610+00:00
1,insertType,2024-07-26 13:21:50.045254+00:00
1,insertTarget,2024-07-26 13:21:51.277104+00:00
1,clickSaveChanges,2024-07-26 13:21:52.422153+00:00
1,insertName_3,2024-07-26 13:21:52.432153+00:00
1,clickCreate,2024-07-26 13:21:52.437153+00:00
1,wait the menu,2024-07-26 13:21:56.618451+00:00
1,click on menu,2024-07-26 13:21:56.631230+00:00
1,insertName_2,2024-07-26 13:22:22.874751+00:00
1,selectGoals,2024-07-26 13:24:51.831809+00:00
1,selectCheckboxes,2024-07-26 13:24:56.147856+00:00
1,Edit Goals next,2024-07-26 13:25:11.533282+00:00
1,Assign,2024-07-26 13:25:14.044824+00:00
1,backToTable,2024-07-26 13:25:16.457673+00:00
1,insertCategory,2024-07-26 13:25:16.462673+00:00
1,selectBusinessStrategies,2024-07-26 13:26:42.727184+00:00
1,insertType,2024-07-26 13:26:43.775368+00:00
1,insertTarget,2024-07-26 13:26:44.769462+00:00
1,clickSaveChanges,2024-07-26 13:26:46.066632+00:00
1,clickCreate,2024-07-26 13:26:46.076632+00:00
1,wait the menu,2024-07-26 13:27:00.482910+00:00
1,click on menu,2024-07-26 13:27:00.527376+00:00
1,insertName_2,2024-07-26 13:29:27.944890+00:00
1,selectGoals,2024-07-26 13:29:34.001329+00:00
1,insertName_4,2024-07-26 13:29:34.006329+00:00
1,insertCategory,2024-09-13 05:13:27.598011+00:00
1,selectBusinessStrategies,2024-09-13 05:13:28.643335+00:00
1,insertType,2024-09-13 05:13:29.589979+00:00
1,insertTarget,2024-09-13 05:13:30.821829+00:00
1,clickSaveChanges,2024-09-13 05:13:31.966878+00:00
1,selectCheckboxes,2024-09-13 05:13:31.971878+00:00
1,Edit Goals next,2024-09-13 05:14:01.077556+00:00
1,Assign,2024-09-13 05:14:04.371980+00:00
1,backToTable,2024-09-13 05:14:08.419115+00:00
1,clickCreate,2024-09-13 05:14:08.429115+00:00
1,wait the menu,2024-09-13 05:14:22.835393+00:00
1,click on menu,2024-09-13 05:14:22.879859+00:00
1,insertName_2,2024-09-13 05:16:50.297373+00:00
1,selectGoals,2024-09-13 05:16:56.353812+00:00
1,selectCheckboxes,2024-09-13 05:17:01.984892+00:00
1,Edit Goals next,2024-09-13 05:17:31.090570+00:00
1,Assign,2024-09-13 05:17:34.384994+00:00
1,insertName_4,2024-09-13 05:17:34.389994+00:00
1,insertCategory,2024-10-31 21:01:27.981676+00:00
1,selectBusinessStrategies,2024-10-31 21:01:29.027000+00:00
1,insertType,2024-10-31 21:01:29.973644+00:00
1,insertTarget,2024-10-31 21:01:31.205494+00:00
1,clickSaveChanges,2024-10-31 21:01:32.350543+00:00
1,backToTable,2024-10-31 21:01:32.355543+00:00
1,clickCreate,2024-10-31 21:01:32.365543+00:00
1,insertName_4,2024-10-31 21:01:32.370543+00:00
1,insertCategory,2024-10-31 21:01:59.598869+00:00
1,selectBusinessStrategies,2024-10-31 21:03:25.863380+00:00
1,insertType,2024-10-31 21:03:26.911564+00:00
1,insertTarget,2024-10-31 21:03:27.905658+00:00
1,clickSaveChanges,2024-10-31 21:03:29.202828+00:00
1,wait the menu,2024-10-31 21:03:29.207828+00:00
1,click on menu,2024-10-31 21:03:29.252294+00:00
1,insertName_2,2024-10-31 21:05:56.669808+00:00
1,selectGoals,2024-10-31 21:06:02.726247+00:00
1,selectCheckboxes,2024-10-31 21:06:08.357327+00:00
1,Edit Goals next,2024-10-31 21:06:37.463005+00:00
1,Assign,2024-10-31 21:06:40.757429+00:00
1,backToTable,2024-10-31 21:06:44.804564+00:00
1,clickCreate,2024-10-31 21:06:44.814564+00:00
1,wait the menu,2024-10-31 21:06:59.220842+00:00
1,click on menu,2024-10-31 21:06:59.265308+00:00
1,insertName_2,2024-10-31 21:09:26.682822+00:00
1,selectGoals,2024-10-31 21:09:32.739261+00:00
1,selectCheckboxes,2024-10-31 21:09:38.370341+00:00
1,Edit Goals next,2024-10-31 21:10:07.476019+00:00
1,insertName_4,2024-10-31 21:10:07.481019+00:00
1,insertCategory,2024-10-31 21:10:34.709345+00:00
1,selectBusinessStrategies,2024-10-31 21:12:00.973856+00:00
1,insertType,2024-10-31 21:12:02.022040+00:00
1,insertTarget,2024-10-31 21:12:03.016134+00:00
1,clickSaveChanges,2024-10-31 21:12:04.313304+00:00
1,Assign,2024-10-31 21:12:04.318304+00:00
1,backToTable,2024-10-31 21:12:08.365439+00:00
1,insertName_4,2024-10-31 21:12:08.375439+00:00
1,insertCategory,2024-10-31 21:12:35.603765+00:00
1,selectBusinessStrategies,2024-10-31 21:14:01.868276+00:00
1,insertType,2024-10-31 21:14:02.916460+00:00
1,insertTarget,2024-10-31 21:14:03.910554+00:00
1,clickCreate,2024-10-31 21:14:03.915554+00:00
1,wait the menu,2024-10-31 21:14:08.096852+00:00
1,click on menu,2024-10-31 21:14:08.109631+00:00
1,insertName_2,2024-10-31 21:14:34.353152+00:00
1,selectGoals,2024-10-31 21:17:03.310210+00:00
1,selectCheckboxes,2024-10-31 21:17:07.626257+00:00
1,Edit Goals next,2024-10-31 21:17:23.011683+00:00
