case:concept:name,concept:name,time:timestamp
1,check,2024-06-07 21:34:25.493914+00:00
1,check_catalog,2024-06-07 21:34:25.494343+00:00
1,click,2024-06-07 21:34:25.546677+00:00
1,click,2024-07-02 19:20:33.302820+00:00
1,selectReport,2024-07-02 19:20:33.307820+00:00
1,ctrl,2024-07-02 19:20:34.828035+00:00
1,wrongState,2024-07-02 19:20:35.870153+00:00
1,clickAddNew,2024-07-02 19:21:46.005078+00:00
1,insertName,2024-07-02 19:21:50.878040+00:00
1,clickCreate,2024-07-02 19:21:50.883040+00:00
1,wait the menu,2024-07-02 20:19:20.451560+00:00
1,click on menu,2024-07-02 20:19:20.476876+00:00
1,insertName,2024-07-02 20:19:21.286702+00:00
1,insertCategory,2024-07-02 20:19:34.114144+00:00
1,selectBusinessStrategies,2024-07-02 20:19:48.331749+00:00
1,insertType,2024-07-02 20:19:49.626266+00:00
1,insertTarget,2024-07-02 20:19:52.177879+00:00
1,clickSaveChanges,2024-07-02 20:19:54.091218+00:00
1,selectBusinessStrategies,2024-07-02 20:19:54.096218+00:00
1,insertType,2024-07-02 20:19:55.896719+00:00
1,insertTarget,2024-07-02 20:19:56.942131+00:00
1,clickSaveChanges,2024-07-02 20:19:59.254323+00:00
1,thEnd,2024-07-02 20:20:00.628916+00:00
1,check_iframe,2024-07-02 20:20:00.633916+00:00
1,choice_search,2024-07-02 20:23:46.359445+00:00
1,selectReport,2024-07-02 20:23:46.369445+00:00
1,ctrl,2024-07-02 20:23:48.087060+00:00
1,wrongState,2024-07-02 20:23:49.169200+00:00
1,clickAddNew,2024-07-02 20:24:03.989882+00:00
1,insertName,2024-07-02 20:29:24.399496+00:00
1,selectBusinessStrategies,2024-07-02 20:30:05.411382+00:00
1,insertType,2024-07-02 20:30:12.277182+00:00
1,insertTarget,2024-07-02 20:30:18.022640+00:00
1,clickSaveChanges,2024-07-02 20:30:22.012200+00:00
1,check,2024-07-02 20:30:22.017200+00:00
1,check_catalog,2024-07-02 20:30:22.029503+00:00
1,click,2024-07-02 20:30:22.087947+00:00
1,clickCreate,2024-07-02 20:30:22.092947+00:00
1,wait the menu,2024-07-02 20:30:26.574995+00:00
1,click on menu,2024-07-02 20:30:26.597089+00:00
1,insertName,2024-07-02 20:34:21.308471+00:00
1,insertCategory,2024-07-02 20:36:37.371615+00:00
1,selectBusinessStrategies,2024-07-02 20:41:35.300480+00:00
